Scenario,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
S50,-158.05211675824893,-290.9403108630144,-176.24080033767342,-239.56512839453836,-189.9310671560741,-92.02235969958394,-121.95625683274258,-37.07313834062731,-114.43996798923983,-78.65779212204949,-58.83575485942849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S51,-198.91176673105093,-331.63949955689986,-278.94312351627093,-273.8139567115354,-230.7368726759833,-122.75208656370395,-162.56185327121386,-62.18160394376682,-122.96100510707042,-88.23945264365207,-73.1032934304392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S52,-252.4155564177235,-437.4124359365297,-310.96452191889057,-324.55642079069946,-262.67143876037125,-155.23250851320824,-166.9794738599748,-84.83435441468146,-114.0892689608215,-91.05482392462072,-90.42535497356053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S53,-283.93592280937696,-482.6406444462137,-336.4035765538915,-364.21448751491425,-308.0005835839259,-196.58330841573246,-145.6682768231481,-122.88932163860977,-115.27514377995729,-110.22413844450884,-96.00136734634512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S54,-294.86020796601764,-528.2541440885211,-389.7619542173061,-394.8787510538381,-335.24227455978206,-217.33396161718588,-150.69719102611856,-139.6043005229366,-127.175048881492,-119.9387733595012,-113.29311634639706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S55,-301.1652522165775,-529.9869009929453,-383.32272182907445,-379.049078920481,-346.3321133157251,-230.6562894932931,-150.9467021054398,-146.87445186799764,-145.36650599666422,-121.58443466632463,-111.23273893947471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S56,-301.132227088992,-530.8981734420541,-384.1990975442755,-380.0848975101019,-340.409741744395,-231.12863631681435,-152.8267853744829,-147.51416159538167,-146.31099222163257,-122.54531923455315,-111.89767691216845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S57,-104.9122754799825,-112.3485234776993,-9.843130533447209,-70.93833152168116,-61.785786261573605,68.28690556937289,129.84023907360864,110.0619004851815,47.815038010490696,46.43816686147506,25.1024981543595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S58,-89.3078643926799,-132.12658286109047,-81.32500906060613,-163.20976938802545,-85.99175112103552,-5.4993057463015305,-76.60246867940046,-11.096090422462623,-100.5772951450794,-62.357366419226956,-43.21063431008998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S59,-119.22761269024562,-171.71662561518986,-157.2165275996653,-206.90265350255288,-162.2484962201156,15.266522168897012,-97.56074019356475,-43.93954858623772,-103.62395090199072,-61.260497408446746,-54.33725222414276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S60,-95.43304385903895,-177.20016598418198,-220.9230565420981,-243.89088687774318,-169.95872275295199,-67.30849137906603,-90.90220531004789,-46.02460248344187,-79.64324674119538,-54.40405435469575,-51.326576492652265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S61,-128.18654924628703,-209.70277915951385,-257.2814856974617,-232.93580958634408,-228.17872694832886,-99.73965095940329,-53.35572412183964,-49.139891207197195,-59.122996734430444,-55.55486349716077,-78.74331834495064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S62,-182.5105913017495,-263.17524877151044,-291.42355400009023,-238.24677758539536,-209.7045320718891,-105.96799261008272,-7.4000752888352395,-13.252736946501642,-41.775424556799834,-56.949638716344175,-73.41411753739857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S63,-193.12706604573293,-229.33414599243207,-281.50384758198754,-236.43828863632876,-278.07183691611925,-108.066757174619,0.2640643205502613,2.693133614101839,-52.65496957663274,-45.23297205404031,-64.30495128084823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S64,-266.69256070047,-226.94705718256358,-287.54935137503423,-229.20097560531616,-275.5842172731775,-114.4504031520519,-9.355845220056835,1.3262152575954644,-57.804552394763675,-47.689879164446225,-67.35505183297485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S65,0.7688680198896236,23.926660132879363,19.216664104909853,2.053046242799894,29.53975555892896,64.52063772927374,13.815096659413939,123.94928637495184,-0.7018814213370916,26.09330040190727,-8.390959936871667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S66,-0.2189860638068808,20.155278144223132,11.400460273286228,1.475587906021758,27.055084791705042,45.77532854962385,8.78459358956718,17.575382186311828,-44.51514415189983,-37.91068377772344,-11.794916763452346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S67,-0.048973949319019994,20.209791908669672,-1.6340580407501193,2.375823531004073,12.747972435711574,46.20099637628172,0.48500400046336267,4.284852024174057,-47.49968252759018,-45.14441424301907,-13.698457760715321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S68,-0.2969988233587628,19.81068386594842,-1.8053946681817479,-0.8059293112268051,12.709477785847412,44.02522481587212,-1.6267131863720863,-9.751249359919,-47.054298575895714,-50.6191109943126,-16.994791547074506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S69,-0.10600414012174042,20.058923100407355,-1.6674879000007081,-5.922234489005973,12.75998480022622,43.33787222569896,-8.33919926315474,-21.631617941260117,-53.85026703559781,-55.41155381100271,-17.600965312816186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S70,-0.05563081296600103,20.11082176468193,-1.6800618734507111,-6.173709054372978,12.837596002988505,43.11260182392118,-6.5240983961878385,-22.541149115774317,-60.50637640151635,-56.45628269082348,-18.29014648329963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S71,-0.9994837036799709,19.775488063309865,-1.6895622578090297,-6.039618767623267,12.794951535035182,42.74795044957713,-6.673934195209341,-22.612960867636644,-61.667212572952934,-58.26061906307878,-19.58219908435943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S72,-0.09418546078165946,20.060838270921977,-1.6202881681621761,-6.159473263032567,12.766653126867311,43.067869671176595,-6.624695584136475,-22.77489193156157,-61.35946596275055,-57.816745553313176,-19.362624693848307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S73,-42.789455318498426,-21.30201974006951,-32.591307339757236,-32.62497501435746,-3.4224654890664397,18.681892863138927,-10.84765999088333,106.24305880218188,0.4020527803483276,24.33683649263063,-13.199031516394566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S74,-94.60595762207191,-51.89791056978521,-74.70804257260255,-123.33050401707624,-38.11849616344887,-26.037969873506484,-46.76328649168937,-22.854769476907677,-54.509705172893774,-40.785358784626524,-5.244115931465121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S75,-115.42153712619552,-95.51730105844314,-125.61280208408476,-191.14792196882746,-74.19394076885055,-48.41849354683703,-99.60760049282769,-41.897924677112286,-65.36305889846616,-43.34106521296732,-14.861254890650155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S76,-145.0121585850752,-115.7538274376293,-142.60605196524523,-206.19808675517248,-86.30708528994546,-66.90280106525748,-96.67122165791397,-61.85829499995421,-71.3314649983463,-61.363073486608855,-27.63864721921694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S77,-165.2623756511531,-135.61204327375265,-154.67292310221126,-226.14311120750585,-101.73980437792096,-101.43131344569767,-108.15140776668031,-97.09392140950968,-76.97836807214564,-84.09975332924446,-25.931972523556723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S78,-187.63991180179573,-164.81322913137575,-185.14820526090858,-235.8125534793345,-173.3097003412709,-119.2096934996627,-111.92667795328504,-109.40477143189753,-87.37372057166937,-92.6755282744578,-34.773747548831665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S79,-183.71791017370498,-165.75660329453257,-187.1349384169818,-237.45947869753792,-175.8850987058338,-118.26825300938637,-110.81025031312564,-113.54794403663959,-96.69629852545292,-94.76427242439644,-37.8871499997846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S80,-182.5270628709177,-166.74129017106765,-186.5149528289578,-238.46434783649073,-185.79847432300767,-119.41603250925681,-111.47202024524816,-114.1483568166457,-97.43253432408139,-95.5694488134169,-38.60067687242852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S81,-29.90000511017854,11.69058984910265,-11.365688118544881,-28.32657153337692,-14.155790603709306,19.12080710995312,-9.858216765856298,100.14309582246028,3.0300199767125946,31.134237472324244,-12.270390493764438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S82,-109.24718762262842,-55.73962122152665,-78.7161188982779,-120.494858491071,-25.288650673559232,-19.51845799180063,-35.49518345202429,-6.819709071997693,-54.18200544069762,-37.61359741738701,-5.19732618265234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S83,-147.92626261984054,-89.7099373731507,-113.72884884809764,-162.97155994212886,-65.73882807581555,-34.93804100715536,-84.9261915700481,-27.650177294198386,-66.05316472779066,-53.877780884091564,-15.652846790232822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S84,-160.27714552683392,-125.66030636579484,-129.95477015154222,-178.4885094256552,-101.42308436203962,-44.243439843199894,-100.1560254187055,-57.81451845051677,-66.1123487217008,-67.18078346797363,-32.071142697692956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S85,-182.8620872367992,-149.87092402108715,-146.85671482120455,-194.9037323884184,-152.3618738159911,-101.46407004280533,-105.99436501958337,-88.04039843900924,-75.37661226048264,-79.02192924610496,-30.456367435564236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S86,-192.9010807456848,-197.20055834488193,-239.30929270299117,-230.05887163626682,-194.50742611260097,-126.72817862652153,-114.73531108380897,-94.17942815932179,-84.89846633804099,-85.73027996440352,-41.007499706199994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S87,-197.9935628763343,-184.204311399931,-236.229586063061,-230.9257807537719,-196.61036015615707,-134.8217329317194,-98.97128370372599,-81.57599014103312,-97.51500615514708,-82.03783353776029,-37.429493918178295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S88,-197.9742129554154,-184.69405339443057,-236.84795996049246,-231.4582822974387,-208.03177694178032,-135.01058845320912,-99.24257317244312,-81.44666447462612,-97.52998870982132,-83.23127741434888,-38.7076956178185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S89,-11.246455232146957,32.761142425329126,18.24869432908116,-15.093101801028297,8.533196366940388,83.05072561696747,-4.920125351524973,100.61625490924797,0.4790825228138118,32.537299606937964,-11.170190535242153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S90,-51.837888695850154,-7.170669639826599,-18.146904032356304,-106.5044922298668,5.597689422458529,73.1479447015495,-28.170145752692832,21.673190745403303,-40.31081560418848,-27.92132356259014,-4.3199129769107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S91,-60.68367627821658,-27.413754084186337,-79.89067746400735,-106.96672323296497,-13.81433520983677,54.63338142237717,-50.67043953916439,-2.743702302858253,-51.198773266682096,-41.06272606935946,-16.872917922563957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S92,-45.213558842434054,-50.802064429717575,-78.75108232629913,-149.89764319053478,-36.01934301340748,26.058432125122266,-54.98124992565323,-4.732549928551322,-47.21685182256863,-45.211156898125715,-24.241982189125544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S93,-73.21427324954044,-70.06369654276057,-74.71178568954429,-128.5807508495651,-64.36937960219069,8.114561907667905,-49.38272974681013,-17.140385178507245,-34.632377124676594,-48.412482506673626,-28.312842252379067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S94,-151.35473674666144,-104.5183695110552,-126.24022194066953,-125.69703785757724,-141.95523850359137,-30.14322579842954,-31.373773857890086,1.256227301453805,-40.60483725739239,-41.13385602121156,-34.14472325463436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S95,-137.21598680695024,-83.99154629710637,-105.14346978983014,-130.63864701533134,-172.6130151317875,-63.5031716710408,-12.002005591433829,2.59217503734277,-65.06218234947525,-33.078333263536486,-34.80220618552643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S96,-150.9059553391694,-90.39821948140059,-109.3027027241007,-130.3526842578151,-204.58183280432252,-58.07171886081264,-10.564075727184985,3.5706070734704554,-64.61755804266289,-34.64204581670671,-33.72594963061726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S97,1.046454494776583,0.09047769113834647,-16.98292576752891,-8.939442537062803,-20.076643082745704,0.08863437209072345,1.8604952667153896,57.060074440407504,5.105181088765676,39.21140446493876,1.7102274604914314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S98,0.5849350221254213,0.16751870838760397,-17.012749256096527,-10.14292538249606,-33.108166099729885,-0.8152367829055152,-10.946008570954291,-4.430569694005015,-0.4431031728309165,3.3994078320729315,-6.258218737322352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S99,0.619688305540933,0.48449578385856285,-24.555203197117237,-10.954903932017146,-33.860306767785175,-1.33116432053626,-11.95596447682945,-4.46623506958943,-2.588787340474852,1.4350918134464763,-9.555512630399665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100,0.5851395443343677,0.4170179214568748,-35.634268351110165,-11.860546647589842,-35.02282864469208,-2.0002777471397337,-11.19074781043139,-3.7807116671224605,-3.404016802457832,-2.152718251055674,-10.152916673947576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S101,0.5560205344394831,0.3666589677919774,-33.80665553021345,-11.52358876399262,-36.90640876222773,-2.290379279912713,-10.758062635876087,-6.239495779382764,0.37075548546106063,-8.956930230521465,-11.13711868976841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S102,0.33312392314854833,0.47588841849233177,-33.54170274008794,-12.33277190151938,-36.054214684000385,-2.1968393753510895,-10.265830859310654,-6.466316614943679,-7.6043927515314635,-8.089290351394496,-10.760403433012655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S103,0.4131202769031006,0.42772594758133664,-33.62141896759141,-12.324149385989358,-36.22245880168151,-2.4146725751101883,-10.361216123701666,-6.572522325065222,-7.847322975402804,-9.275957700340065,-11.11477228796387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S104,0.39658027617406333,0.42126584803980904,-33.632864054816025,-12.310113393809274,-35.492508474980866,-2.458050824941438,-10.180493323069584,-6.544100368252259,-7.803632209261835,-9.254112235731249,-11.095668428169336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S105,-24.21813084111335,-18.932511091186655,-29.24159143773153,-32.76689319012149,-68.47125989388303,-13.928164933894038,-8.065253702088881,50.41631570394145,4.128042992489256,40.87936666712988,0.25868191012268227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
