Scenario,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
S106,-32.9440229971496,-57.95900811109789,-51.87605798860062,-55.001777015242226,-84.09291953860532,-34.33755690196705,-33.258048837154774,1.2359211548371718,-9.456700023328324,2.4132683047364267,-3.6525507124012258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S107,-42.890405671570875,-77.76299694960898,-104.4689217814394,-72.45645900904663,-104.28594504893596,-37.466963375500484,-45.755705957184034,-7.086068832137471,-16.753719813758394,-1.6549950905444533,-6.822936518677825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S108,-55.317804893931566,-92.70822214485719,-118.01061639242505,-85.27464511296756,-118.68166026671645,-41.26842356241767,-49.12584427441047,-15.226592130186845,-20.327018496187677,-5.111211097863944,-6.855015027295686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S109,-70.63531704160653,-102.42342500426815,-124.95149746790446,-96.99268244745696,-128.04552932568924,-50.05779235462171,-57.370327672554566,-20.657202915096207,-21.288133550541488,-9.735549934260845,-9.999391809631053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S110,-76.91868409269631,-110.16056777702232,-156.1710373938041,-117.82536138235855,-134.223864130945,-57.91872439871426,-57.04599705391544,-27.075951420613364,-29.28696974114331,-14.72937623521009,-12.850169226718222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S111,-78.80148990813751,-111.5010469769544,-153.6912268517412,-120.45207535449265,-136.42432073653055,-59.999814746589664,-53.901805353355314,-28.547122186637353,-31.41882279997077,-17.914617705122815,-14.904444178499787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S112,-77.64815824443616,-111.1521843504164,-153.7389525708477,-120.57819411813853,-136.40389528689667,-59.91594523329269,-53.65870389710281,-28.562289410206887,-31.164375951286516,-18.076289336745432,-15.059122559227145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S113,-25.07660043841753,-42.491685100884524,-17.594153584582273,-26.986189198943578,-92.883113825728,16.78805930560756,-2.173836309108168,53.10374129077644,6.454884830167984,43.09040232605987,1.385078685315122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S114,-47.53239569934209,-68.80105286415983,-27.01190461035452,-42.93928709751782,-92.12116203215714,-26.064490736619206,-34.6206468345045,6.606945019395738,-8.980083319656273,9.727151043387394,-4.497901497528822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S115,-41.92933468475246,-107.85101415336129,-103.88826782350691,-71.98880000260033,-105.59483587213236,-28.990623360996892,-44.869075420105986,-1.686997632155851,-19.280752535424384,2.5455594870438247,-3.302523392932688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S116,-45.59112074970528,-114.50904304822984,-111.20298083405089,-95.22010927039304,-118.35618637378786,-33.99149511288968,-50.65779833960349,-23.56518826720233,-23.613963908152513,-5.594116293410778,-7.267226892646139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S117,-64.96603954001756,-130.726536377189,-118.70557023942752,-116.6039239020975,-126.09903772025177,-29.508051764576493,-56.46215699941948,-25.09516240779419,-20.78226727874366,-14.87488446011831,-12.017463287940178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S118,-75.93501327923491,-140.47542825647952,-142.10532499377138,-146.01455068728342,-134.60819273132074,-40.02114537133039,-58.25487360480608,-29.675648050922376,-24.25655721254394,-23.193111093683605,-18.1042282147188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S119,-77.3288458054111,-141.99261824520448,-143.1223639218402,-140.30276331698843,-136.48415401805636,-49.018750250223064,-56.5936771265676,-34.57960388116277,-27.563958771764874,-25.527578513140803,-17.30457042089384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S120,-77.35074235687023,-142.32134044543443,-143.44367210713216,-140.62921340433832,-136.83258157981015,-41.464412111693605,-55.60660904021475,-33.74000399589505,-26.93329911070208,-24.917491812867176,-16.90375445726211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S121,45.05003881963887,-28.675326148167812,-12.263906496208676,-37.99258600768951,-81.7458876613415,31.831008761553647,-6.383215850966906,57.33167759751723,2.543432317262173,47.17435212060561,0.3215223670882672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S122,-11.292811758281118,-64.6517261280124,-40.83621643839308,-64.20668430132537,-80.52250243765258,23.291361400776367,-39.95698370434653,23.795864204942063,-0.11451336651191468,17.456609901890907,-8.664904395880413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S123,-0.205073398085176,-30.83973830646869,-68.53754383455879,-92.73173033254523,-85.36504736975559,61.28592340073524,-30.52731957064836,6.912093800906405,-1.426575074379599,22.533487779766936,-2.6809498338438154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S124,-0.896633356113341,-30.81934445710033,-73.16743282741811,-106.17312708617277,-83.54724272243885,63.434564838466656,-22.29194034607218,1.0187210331409347,1.0137101557976536,7.078055440800313,-3.090223932004754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S125,-41.541299263336384,-23.467826798210467,-82.45936200576409,-40.04714664047526,-80.38776279860116,63.22342107074519,-18.326019543749794,-4.604709973495602,-1.508847052603457,4.308618704666145,-0.08475372078597943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S126,-98.5669864036538,-34.76589466718849,-91.4448318034502,-37.09355921581192,-77.46886310073364,49.25465835007614,-28.928662101641578,-9.369342466069241,1.3857822895300131,0.10338858626735004,-7.674501512786147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S127,-98.87420609356212,-8.014804857140234,-92.85187322180377,7.900250148594523,-87.07309150734943,32.380223743558645,-25.630650881090844,-0.5417172951709404,-1.2629686843634857,0.3957944755930143,-7.378859295569917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S128,-105.29130143381593,-15.460851209759596,-92.20363755699879,7.891052296862711,-104.7879306855819,38.28847433085869,-25.08191721489439,3.2455848636345763,-2.689845297735971,-1.6885075832462348,-9.003681377387718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
