,Solar Actual Installations,Onwind Actual Installations,Offwind Actual Installations,Hydrogen Actual Installations,battery Actual Installations,Solar Average Installations,Onwind Average Installations,Offwind Average Installations,Hydrogen Average Installations,battery Average Installations,Solar 2045 Average Installations,Onwind 2045 Average Installations,Offwind 2045 Average Installations,Hydrogen 2045 Average Installations,battery 2045 Average Installations,Hydrogen 2045 Energy,battery 2045 Energy,Hydrogen 2050 Energy,battery 2050 Energy,Hydrogen 2050 FLH,battery 2050 FLH,Solar Generation,Onwind Generation,Offwind Generation,Solar Peak Installation,Onwind Peak Installation,Offwind Peak Installation,Solar 2045 FLH,Onwind 2045 FLH,Offwind 2045 FLH,Solar 2050 FLH,Onwind 2050 FLH,Offwind 2050 FLH,2030_RES Total Share,AC Grid Development Factor,DC Grid Development Factor,AC Grid Development,DC Grid Development,AC Grid Loading,DC Grid Loading,CO2 Emissions,Total System Cost,DC 2045 Power,AC 2045 Power,Biomass 2045 Power,Battery 2045 Power,Hydrogen 2045 Power,Load Shedding Peak,Load Shedding_2045,Load Shedding_before,Load Shedding_after,Biomass Utilization 2050,Biomass Utilization 2045,Flexibility 2050 Max Usage,Flexibility 2045 Max Usage,Flexibility Max Usage over the years,Flexibility Average Usage,Flexibility 2045 Average Usage,Flexibility Before Average Usage,Flexibility After Average Usage,Flexibility Before Max Usage,Flexibility After MaxUsage,Flexibility Potential,Flexibility Cost,Flexibility Duration,DSM Total Capacity
S11,180.75076189296482,223.19065139256918,17.347668785822492,68444.70743612977,63290.8092130437,6.02502539643216,7.439688379752306,0.5782556261940831,2281.4902478709923,2109.69364043479,5.584858139027642,6.113895723211595,0.6939069046811049,1857.7894670026562,1941.0472409326958,36221996.010942735,51978394.35998186,25165288.923873655,61369441.410443336,367.67319549434075,969.641940374153,320.3872244912869,418.52916436174246,12.591562601238845,43.99996995782149,41.60970334181059,11.580633046647488,1234.702381537936,1900.9723949971972,1172.1074442088266,1228.4349303575063,1428.2083626581693,546.4938840461502,67.0,1.181517475500145,1.000243581893596,42041.68137275413,2.094805269871358,28.69232958345093,62.11180753205956,1781.1121209149499,444988603627.0548,8601.766832650754,273652.02732973953,4452.687408066926,70526.2001000044,68444.7475324688,52495.80615337913,6408455.818689162,0.024796184593815697,365302.4387473266,1704029.0082678008,1704029.0082678008,99.98007243943886,100.0000119833674,99.91510291808754,7.547542940260509,2.27070443760059,9.132711520497487,0.9426738559397742,99.99982584597308,99.56209071856438,20.0,70.0,3.0,1540.86496581027
S12,180.44860582685578,223.17159548096146,17.381677158225713,68442.73555667284,63238.33138072848,6.014953527561859,7.439053182698715,0.5793892386075238,2281.424518555761,2107.944379357616,5.575210210626953,6.110327066705204,0.69526723773298,1857.7166087087494,1939.2715343461862,36257196.21133798,51908632.64716732,25180175.49146799,61157392.41526308,367.9012796352512,967.0933997140108,320.0517704639772,418.8228425562749,12.60350685676192,43.999960725416116,41.63057088057363,11.58062719209843,1234.7609467493087,1902.5554038076193,1172.7909111871775,1228.4478594575614,1429.194869239907,546.2060630829073,67.02,1.181537069216903,1.000076597528751,42046.225418429385,0.6587391548364394,28.89065885218648,61.71307236539927,1780.1383016054983,444905057973.8333,8600.203688480495,273657.78427694086,4448.250477561612,70481.80869678967,68442.92837766244,52347.19351737566,6414143.582445312,0.027296375984651698,366433.0611021891,1703254.1535085584,1703254.1535085584,99.99999379355584,100.000045756444,99.99985186283706,8.41722258774613,2.569872735471487,10.187275331229808,1.0420028232307923,99.99983823936755,99.9999086272934,20.0,70.0,4.0,1540.86496581027
S13,180.40274801027303,223.12000427000717,17.502693240819195,68301.81545255009,63212.13653904678,6.0134249336757675,7.437333475666906,0.5834231080273065,2276.7271817516694,2107.071217968226,5.574403332058473,6.111361637706064,0.7001078664658471,1852.071798035056,1936.563611646999,36188586.87643982,51842834.390288845,25144335.588194713,61163678.75668119,368.13560628786615,967.5935925852928,320.01822950736255,418.7525901653693,12.677784716245263,43.99996607074232,41.613714601101606,11.580647734522444,1234.894037830613,1901.6704378681625,1171.5396655783356,1228.5162874612524,1429.291567981301,546.5586393644372,67.03,1.1818598423697793,1.000432463306126,42120.99400294805,3.7191874624113552,28.917670223024594,60.64122731833681,1779.7413871236815,444921139638.0969,8603.511027197721,273730.7165792674,4443.906473226424,70414.1114980288,68301.80888799098,53403.87852369974,6400107.383436792,0.022481680972168502,364180.99844256934,1692543.1767408904,1692543.1767408904,99.99999273861502,100.000022139714,99.9999042920156,9.039648369106544,2.772945452624529,10.942708055684568,1.1102330083647745,99.99988201547797,99.99999711092234,20.0,70.0,5.0,1540.86496581027
S14,180.72282764664362,223.1766281723684,17.437543186073423,68276.56385756805,63204.773681303275,6.024094254888121,7.439220939078947,0.5812514395357807,2275.885461918935,2106.825789376776,5.586834268595344,6.111071659313423,0.6975018821605735,1851.0595870049938,1936.0379901815918,36130852.12264186,51783607.666176334,25131103.437179483,61322613.046792306,368.07795813222054,970.2209092680924,320.3770818039706,418.4756225433051,12.62089183928398,43.99997360065689,41.63151473979147,11.580641234544135,1234.816531605248,1899.8538197254531,1170.3754333649097,1228.4034916549626,1427.9855094860175,545.6384485222666,67.03,1.1817245237174312,1.0001162136018444,42089.658647779026,0.9994387252390879,28.828456889162002,61.50995338793197,1779.3483363642686,444925588159.14575,8600.265553127489,273700.20384383237,4441.2372143753955,70400.97046303097,68276.50327973318,53494.36110174485,6418980.863541432,0.023610264088082603,366257.71012430516,1690308.5782911736,1690308.5782911736,99.99999355069228,100.000015801609,99.99993482930252,9.437513857795215,2.879028117925399,11.425213337714693,1.1554326914640642,99.99991976769816,99.99999758598737,20.0,70.0,6.0,1540.86496581027
S15,180.67932724993517,223.22234334209497,17.444911540801947,68228.06241320478,63248.3580670493,6.022644241664506,7.440744778069832,0.5814970513600649,2274.268747106826,2108.278602234977,5.586158660079709,6.111901872391211,0.6977965885360614,1849.1288354059295,1937.8522069825378,36115508.43072832,51853778.338188566,25119366.35615977,61371633.951846525,368.1675974721987,970.3274394157733,320.3142399569204,418.5433018840396,12.60772254950907,43.99996229047167,41.63098172364272,11.580634963765515,1234.7692420557555,1899.784536668082,1169.6865961982578,1228.3674533665828,1427.9935831945697,544.8955505796276,67.03,1.1849621208044,1.0007239714856708,42839.51678034026,6.2261642111843685,29.139341089302917,61.17369065097576,1779.2502031931233,444905016335.3204,8606.18840173939,274451.79159340524,4440.911465169802,70446.32238353384,68228.23195612433,52540.6796391955,6425439.881014764,0.022935296641708403,366754.3977645568,1692959.6421417403,1692959.6421417403,99.99999340914381,100.0000343461768,99.99993821437602,9.586934817274864,2.947958317819526,11.605428331600107,1.1765451742530029,99.99992364487154,99.99999892064459,20.0,70.0,7.0,1540.86496581027
S16,180.69505038309038,223.22489710740373,17.453187328338306,68222.84295353734,63256.78635719333,6.023168346103012,7.440829903580124,0.5817729109446101,2274.0947651179113,2108.5595452397774,5.586792356466593,6.1106797823716565,0.6981276419498207,1848.9184839403877,1938.1864934522494,36143617.31832239,51924718.76839896,25106825.98327388,61357679.49857256,368.01192427219803,969.9774449949763,320.32978203544394,418.5356755726338,12.591820673329428,43.99996063292474,41.631112728564176,11.58063141004859,1234.723494153585,1900.2837192602417,1169.4501502251896,1228.3530837726985,1427.9543153462168,544.0136465080677,67.03,1.1935936471832154,1.0000572302642352,44838.676326975925,0.49218083030791604,28.573708193743443,60.67833360545798,1779.2299795981664,444844865253.9935,8600.495210871617,276450.60422785,4440.958652515776,70454.6866592815,68222.97780170005,53025.19552864966,6427415.7772261,0.0287960739060229,367341.65054399625,1684442.3530436992,1684442.3530436992,99.99999269659405,100.0000476154326,99.999929059308,9.610883622631638,2.987246505950211,11.630530494254408,1.1956883242034204,99.99991071314852,100.00000550163911,20.0,70.0,8.0,1540.86496581027
S17,180.07984277255952,224.08204924053055,17.32522642603345,68433.58346386898,63110.92163090744,6.002661425751984,7.469401641351018,0.5775075475344483,2281.1194487956327,2103.6973876969146,5.557214660393453,6.124347780560774,0.6930091942738851,1857.3448358817086,1945.1748877768741,35882552.30250867,52118857.464670494,24932500.696770187,61056406.38795103,364.33127959463997,967.4456340471846,319.65270859648285,419.1455935967352,12.306189437429778,43.9999680747799,41.607907487802606,11.65722908362239,1234.8915993415817,1897.892805640473,1182.371743911327,1228.6637198937253,1425.861183102895,534.628965352379,66.81,1.1729384804303542,1.000083723230989,40054.69478452855,0.7200200802362815,28.43149849400779,60.89617118863113,1785.2281966612002,445758533245.76996,8600.723528431894,271667.0848370674,4523.437500121595,70629.39378527658,68433.63505635381,54114.95371965523,6596195.270809516,0.022292236209811002,394978.4890196875,1762194.5324857472,1762194.5324857472,51.20711765898785,99.99484804642194,96.04921681821932,3.7992509760899744,0.9514071560069517,4.62452016379841,0.3606293606381596,99.89778584720415,80.01351253078258,20.0,50.0,1.0,1540.86496581027
S18,180.23393071632054,223.01312618084344,17.29414401205775,68500.16666032097,63260.66777056905,6.0077976905440185,7.433770872694781,0.5764714670685916,2283.338888677366,2108.6889256856352,5.56797986908756,6.111787433634189,0.691765903084339,1860.0051931348146,1940.4299039685188,36245724.4208782,51877357.89367972,25252330.422588557,61064032.138725534,368.6461787174848,965.2761221658193,319.89312691002567,419.02634117384906,12.601921687412686,43.99996304836239,41.619063924053876,11.58065026468911,1234.8832446761983,1902.7170891832868,1173.3149218129881,1228.4595185784967,1430.74554710381,548.2170080637645,66.98,1.1812521541061738,1.000106773988775,41980.23829991574,0.9182564027760236,28.505280339459425,60.095375512192994,1781.0857678230489,444786183326.09033,8600.919186504005,273589.46699964005,4500.696121982898,70510.76847340286,68500.14436952808,52227.58265500496,6395662.872420378,0.0256117521606812,357743.6791721751,1723840.5157081569,1723840.5157081569,83.06429342210822,97.19109762082036,98.10853729268659,7.1623504421753115,1.607109906509269,8.718294357354464,0.6792507955955096,99.99983589952626,90.22812643085467,20.0,50.0,2.0,1540.86496581027
S19,180.18613600398191,222.9914052434048,17.318945244585883,68394.58806075326,63225.30318366286,6.006204533466064,7.433046841446827,0.5772981748195295,2279.8196020251085,2107.5101061220953,5.567143847040984,6.11072837481094,0.6927579655329015,1855.793992252267,1936.9857500605926,36284690.10068421,51909707.471827075,25209955.86387682,61050471.495214365,368.59569551727964,965.6015559507181,319.84363583804225,419.0440723986537,12.589598255329431,43.99996514116572,41.703359813475345,11.580601131087224,1234.8333051321383,1902.8648448289473,1172.3774740656845,1228.4921472934361,1430.5021195540257,547.0906442905012,67.0,1.181437480400151,1.0000684636464288,42023.15830170625,0.5887878395478765,28.87030469433246,61.44652371966377,1779.9313494704113,444639598221.7319,8600.595802678421,273635.235332239,4487.146702074769,70424.66494628313,68394.86241877952,52322.34301565792,6408450.641760292,0.0323908088789136,355152.69339985517,1714547.9314008418,1714547.9314008418,99.99994495972501,99.9999984371026,99.91675612079669,9.424525620548154,2.277813017423823,11.455104760390329,0.963779204539111,99.99989093252738,99.57036107191887,20.0,50.0,3.0,1540.86496581027
S20,180.03777807662914,223.138061232501,17.343053219434204,68305.51402895313,63210.87177551878,6.001259269220971,7.4379353744167,0.5781017739811402,2276.8504676317707,2107.0290591839594,5.560428863381211,6.117916815436838,0.6937222717866617,1852.2243489953255,1935.6188244627338,36567021.2844612,52320659.38631238,25184438.39476441,61025760.302095965,368.70278148834257,965.4310848164333,319.77409023980994,419.1024737355012,12.568344964910043,43.999966944745296,41.642802302080895,11.580631764834799,1234.3341853086513,1905.5518535164413,1172.800720944338,1228.51391508713,1430.3427085828346,545.5954961043462,67.04,1.1814953686991092,1.0003865928752738,42036.56661043907,3.3246997586502403,28.786482574677475,63.54117255873189,1778.69595988176,444476822405.52856,8603.327367411826,273648.84746074217,4481.899854351872,70390.49138487456,68305.61841771871,53270.2613951464,6405167.003909014,0.027471000273887103,356671.9985851149,1710624.9900631546,1710624.9900631546,99.99999357588712,100.0000824538844,99.99992252792804,10.58418389200047,2.763315862739233,12.861235533864974,1.096468717565043,99.99992106110723,99.99992863968146,20.0,50.0,4.0,1540.86496581027
