,Solar Actual Installations,Onwind Actual Installations,Offwind Actual Installations,Hydrogen Actual Installations,battery Actual Installations,Solar Average Installations,Onwind Average Installations,Offwind Average Installations,Hydrogen Average Installations,battery Average Installations,Solar 2045 Average Installations,Onwind 2045 Average Installations,Offwind 2045 Average Installations,Hydrogen 2045 Average Installations,battery 2045 Average Installations,Hydrogen 2045 Energy,battery 2045 Energy,Hydrogen 2050 Energy,battery 2050 Energy,Hydrogen 2050 FLH,battery 2050 FLH,Solar Generation,Onwind Generation,Offwind Generation,Solar Peak Installation,Onwind Peak Installation,Offwind Peak Installation,Solar 2045 FLH,Onwind 2045 FLH,Offwind 2045 FLH,Solar 2050 FLH,Onwind 2050 FLH,Offwind 2050 FLH,2030_RES Total Share,AC Grid Development Factor,DC Grid Development Factor,AC Grid Development,DC Grid Development,AC Grid Loading,DC Grid Loading,CO2 Emissions,Total System Cost,DC 2045 Power,AC 2045 Power,Biomass 2045 Power,Battery 2045 Power,Hydrogen 2045 Power,Load Shedding Peak,Load Shedding_2045,Load Shedding_before,Load Shedding_after,Biomass Utilization 2050,Biomass Utilization 2045,Flexibility 2050 Max Usage,Flexibility 2045 Max Usage,Flexibility Max Usage over the years,Flexibility Average Usage,Flexibility 2045 Average Usage,Flexibility Before Average Usage,Flexibility After Average Usage,Flexibility Before Max Usage,Flexibility After MaxUsage,Flexibility Potential,Flexibility Cost,Flexibility Duration,DSM Total Capacity
S96,179.528911398737,223.4355591574272,17.280163362500158,68425.58620363155,62893.5439611758,5.984297046624566,7.447851971914241,0.576005445416672,2280.852873454385,2096.4514653725264,5.544471875528341,6.117866200077226,0.6912066521628735,1857.0234819207571,1934.3261449782876,36303824.02905427,51804690.51969555,25273411.257451706,60735985.851253085,369.3560850142626,965.694801895843,319.4063921101088,419.5325807793385,12.531837310022688,43.99996440150815,41.705611071669665,11.580647045486735,1234.7877460095644,1902.8908454100156,1171.8887631946686,1228.4207346420983,1430.095652726136,545.4999570853998,66.93,1.1880793202650135,1.0004003116317364,43561.48613651248,3.442681006365092,28.826107066681207,61.28215578738436,1781.2738218227644,444531474448.14514,8603.445112691656,275170.8511242914,4485.024271280727,70358.17173636588,68425.59792266837,53225.833405835336,6432617.563093194,0.0250779234743197,361456.8174197256,1721642.2342368888,1721642.2342368888,99.99999506917013,100.0000944655157,99.99996801981749,22.59944325051376,4.488491647144574,27.57053299461913,1.8865693167414206,99.99995704491317,100.00001374858552,10.0,10.0,8.0,770.432482905135
S70,180.77508059463918,223.20981326112525,17.30399804040654,68413.32565831576,63142.92679516785,6.025836019821306,7.440327108704175,0.5767999346802181,2280.4441886105255,2104.764226505595,5.580516854160205,6.120344620030344,0.6921600692495133,1856.531595940642,1948.426316354247,36173018.03348017,51991931.65099853,25208437.284608833,61232738.05823149,368.47255111056154,969.7478972908486,320.2467022770564,418.7050181976266,12.557243483572009,43.99996514672145,41.575848409776086,11.580651026802812,1234.7995877672706,1901.2102584813422,1169.1429624652621,1228.500706633127,1428.7810703955697,546.039344287836,66.85,1.1816112010904403,1.0002457713135262,42063.40522663179,2.1136333843569446,28.698356494660825,60.34962503514435,1785.383539541976,445576312616.34045,8601.91440812083,273674.2461020596,4490.042936011935,70710.67611127635,68413.30171882246,52886.71763672483,6386745.585838953,0.0192877349322052,357541.676031233,1724038.5712139322,1724038.5712139322,99.99998715480088,100.0000692833565,87.09764101705522,5.2913369309573355,2.840036596364877,6.283977679203489,1.1553338132650317,84.00107521558284,99.99999852319019,10.0,100.0,6.0,770.432482905135
S69,180.6632522403907,223.19083893790108,17.299448390612532,68448.95612897635,63140.1181770936,6.022108408013024,7.439694631263369,0.5766482796870844,2281.6318709658785,2104.67060590312,5.576044449895058,6.120978849128271,0.6919780652195352,1857.9566968348443,1948.2791731534596,36206094.47495572,52027993.78100907,25237377.58986611,61169646.7557185,368.70353778172665,968.7917632205834,320.11768972440206,418.8378294394982,12.570397766399074,43.99997478990895,41.57599605052789,11.580649079981828,1234.8093491424638,1901.8479024976784,1170.341978418482,1228.532662054807,1429.3266005362188,546.7194830236501,66.85,1.1816412176522528,1.0001006448738634,42070.349482182384,0.8655472558984911,28.900745831578067,62.152324360356694,1785.4051870764254,445558267765.2471,8600.878868091675,273681.2033745176,4490.351611158354,70707.00040452207,68448.93087789271,53233.4791771892,6381124.727261103,0.024338551626867,355813.6980635072,1725453.7581828297,1725453.7581828297,99.9999850567773,100.0000724261343,87.09754997599518,5.124924549806466,2.796301488097412,6.0858987816724515,1.1208652503648537,84.00096228556575,99.99999868611775,10.0,100.0,5.0,770.432482905135
S68,180.6371234500362,223.23475988530845,17.306251609547974,68428.4005244402,63159.62358893872,6.02123744833454,7.441158662843615,0.5768750536515992,2280.946684148007,2105.320786297957,5.5750135591079495,6.123180114098195,0.6922507207161874,1857.1449446902518,1948.754465427388,36180274.234026305,52033251.19427523,25226237.25849518,61158969.80846715,368.65149375854617,968.3235339712237,320.0835358737264,418.8615224248649,12.56739093698215,43.99996665811716,41.57574939147838,11.58061420209904,1234.7939655611524,1901.3789977797423,1169.6490649819336,1228.5247865295664,1429.1938677003072,546.4270258763036,66.85,1.1815346205368844,1.000292871016039,42045.67040603518,2.518692432651733,28.726897112609517,62.561746986956514,1785.6009136498985,445583057824.78174,8602.524478996602,273656.5620023618,4490.1836076083255,70718.88225285192,68428.63650256878,52603.80727473139,6379576.478544599,0.030258369151342796,355313.7789302729,1723455.2056838959,1723455.2056838959,99.99998518210543,100.0000567714459,87.10070030353882,4.767324461737135,2.551398958976103,5.661834024418717,1.0402012838972114,84.00488474312625,99.99993180525787,10.0,100.0,4.0,770.432482905135
S67,180.7026629332357,223.18512200988124,17.31581585676571,68436.10867899419,63168.54353528881,6.023422097774524,7.439504066996041,0.5771938618921904,2281.2036226331397,2105.61811784296,5.577624584256763,6.122909596784493,0.6926327942603469,1857.462218695057,1948.9921845529948,36162001.363488756,52056649.90342045,25231305.44173628,61200170.14320672,368.68403088999094,968.839040076824,320.16327712296754,418.7905451334046,12.575799364629429,43.99996712933631,41.576001300610244,11.580580266675959,1234.8442044291264,1900.9935335504545,1168.956598146198,1228.5218638786116,1429.19312068472,546.5653363794446,66.84,1.181648317335324,1.0002691821506535,42071.995316940156,2.3149670686743775,28.97179759369054,61.55951403487874,1785.779595900167,445574889414.57935,8602.31709594096,273683.7169692158,4490.192093672782,70724.82436236998,68436.56756962762,52924.9671793601,6373156.774799952,0.0351642137653544,353660.2750698867,1722872.4690296187,1722872.4690296187,99.99988856012985,99.99997551564981,86.94551125205919,4.2799804591395905,2.256305553514394,5.081161436481386,0.9417263868821145,84.0008818618523,99.21480037792126,10.0,100.0,3.0,770.432482905135
S66,180.72630895704867,223.1285840333643,17.33152589119227,68482.13009825443,63171.86675327399,6.024210298568289,7.43761946777881,0.577717529706409,2282.7376699418146,2105.7288917757996,5.57856994919051,6.120476795571278,0.6932611666670558,1859.2956096295165,1949.3261347876698,36170086.31851125,52044705.815898255,25213396.640518796,61211753.06423351,368.1747708207937,968.9714757734524,320.1984052183313,418.7154023214197,12.599845865166955,43.9999671034563,41.5760259514409,11.580625144122074,1234.8895761533556,1901.2917513525285,1169.4010115982699,1228.5433054694624,1429.212212092901,547.2368252387547,66.84,1.1816299338750194,1.0002944421357154,42067.72499511464,2.5322029425005894,28.83661818081474,63.467817607829524,1786.0957891446997,445595344162.8744,8602.534156967715,273678.95584593917,4490.229209455134,70733.17008104175,68482.40023680557,52586.24335971606,6367504.030536924,0.024036359487625898,353822.24203594716,1720449.7098176952,1720449.7098176952,81.63292891550013,99.97851315251529,84.99458413967139,3.415577827563478,1.607697418198416,4.0758297774124035,0.6645280365262877,83.99988217279102,89.13917566833948,10.0,100.0,2.0,770.432482905135
S65,180.48527713937463,223.16958003151967,17.35289939286783,68485.72245891082,63083.68625187535,6.016175904645821,7.438986001050655,0.578429979762261,2282.8574152970273,2102.7895417291784,5.568923191878778,6.123834958828991,0.6941161248530162,1859.4277704956444,1950.6875128953166,36927544.36608714,53272785.55409181,25220695.514246415,61028758.03133644,368.26202069213326,967.4250637018355,319.90437993367016,419.0126284553352,12.561076824182324,43.999976667488994,41.576048447654074,11.580652593862663,1233.6235119604987,1909.896058707739,1175.2374103218633,1228.5536858225373,1430.0268471726004,545.0470217642867,66.82,1.1812948871999007,1.0008052662657918,41990.14516197733,6.92529574762375,28.959911975333853,59.82784261893133,1787.0541570682724,445777795750.6377,8606.917606798172,273592.1285587586,4490.791776508715,70767.20796912411,68485.69988772937,52547.093043540735,6359883.686534779,0.021138181725000902,350777.63498294423,1723331.238548005,1723331.238548005,63.01082755725571,98.97130531287361,79.97415593127006,1.885684375538327,1.351667017232812,2.2364805874333173,0.4240334926425327,82.05166364924506,71.31787377304089,10.0,100.0,1.0,770.432482905135
S64,179.53939507919318,224.54979613278599,17.196753745129385,68359.77745159407,62943.41801380789,5.984646502639773,7.4849932044262,0.5732251248376462,2278.659248386469,2098.113933793596,5.540926885509962,6.118607108285385,0.6878702930952312,1854.4090008313353,1927.206440026354,35961572.11605036,51785366.753018945,24902231.165145025,61044271.74139706,364.2818400974171,969.8273813500375,319.70545108459027,419.2235143878275,12.157766933643117,43.999960294269414,41.83968328913849,11.580608256589183,1234.763530435247,1897.362884339493,1183.0446150762477,1228.4910542643725,1423.3941696906093,531.1454285165838,67.01,1.1847904756485554,1.0000980219647408,42799.78665957763,0.8429903581800318,28.183032762062744,59.1857733401403,1778.5986688471921,444129236651.2223,8600.615188051805,274410.2638359696,4475.198201662451,70180.18323659721,68360.23968040953,54029.52537001134,6715215.093048262,0.0312858408425283,410822.0401509963,1742173.20887051,1742173.20887051,99.99999642025887,100.0000456009269,99.99996789125308,22.540951378937084,4.714459737419592,27.486740433324645,1.9334969856555988,99.99995898948887,100.00000498193725,15.0,10.0,8.0,1155.6487243577026
S63,179.57945119195745,224.52297168509838,17.224008279049045,68368.3551919826,62938.139523147525,5.985981706398581,7.4840990561699465,0.5741336093016348,2278.9451730660867,2097.9379841049176,5.541752655983967,6.116892800809301,0.6889604758154719,1854.7269701724717,1927.2967988949688,36004918.69327292,51807233.79159555,24906405.891251244,61046308.33925931,364.2972152799471,969.9411252483994,319.75489615182545,419.1502064348768,12.190245131329007,43.99996153958537,41.874582641227306,11.580647207934907,1234.6884398077805,1897.8984125134236,1183.649785242722,1228.4918694265982,1423.2752638267727,531.9309814598774,67.01,1.1785234876222095,1.0003837569522762,41348.26145233668,3.300311990074988,28.32230782681244,59.57370316472611,1778.8684064942422,444211133955.84814,8603.305038196324,272955.2515486438,4471.6353113969,70182.4390947785,68368.18524437753,54251.617709184924,6714755.897688394,0.0211404020386023,410722.0519786405,1739548.9209338194,1739548.9209338194,99.99997225778209,100.0000517480888,99.99997074403974,22.46967548150431,4.85936927555376,27.399147519018523,1.9302086585284226,99.99996411709584,99.99999835630591,15.0,10.0,7.0,1155.6487243577026
S62,179.7912076909658,224.3247583834729,17.217504791740467,68362.29719091339,62975.00898544475,5.993040256365527,7.477491946115763,0.5739168263913489,2278.743239697113,2099.1669661814917,5.547807929768677,6.1141441151096885,0.6887003043223229,1854.496865443431,1928.2833401835453,35944065.438413434,51781796.461707935,24919578.65679732,61147359.43223968,364.5221791546252,970.9778618691787,319.92759983049706,418.98419284042353,12.211065926150434,43.99996611557438,41.85540303106592,11.580636033854468,1234.80186406087,1897.5059215879205,1184.2117000607886,1228.531673652146,1423.7656872808873,532.9907548185206,67.0,1.1749075517084646,1.000061179914861,40510.767235859996,0.5261477693093184,28.52197855375206,58.403352805497555,1779.062140755473,444323499928.37244,8600.534344972453,272123.0847833861,4495.1451464824095,70207.10403149176,68362.4339051927,54212.71024551705,6700758.88256895,0.024302060007714798,408503.61090829276,1750574.2991664773,1750574.2991664773,99.99999277482641,100.0000402516981,99.99997184709159,21.650910867461132,4.589261803105988,26.40941853835953,1.8237955720511396,99.999965322391,99.99999903334405,15.0,10.0,6.0,1155.6487243577026
S61,179.15359553387435,223.52936518269593,17.221615728597364,68386.41624224647,62991.53914777235,5.971786517795811,7.450978839423198,0.5740538576199121,2279.5472080748823,2099.7179715924117,5.526192181339605,6.124891819055369,0.6888647655120047,1855.4664919920185,1930.984431350198,36240233.1196414,51544705.771563776,25275836.16829324,60627899.6552881,369.6030867673386,962.476542494285,319.16065179442023,419.7475329003525,12.536939783937788,43.99995760983549,41.74759553145168,11.580604724235194,1234.9420540554866,1902.4578520948508,1171.4206204518212,1228.4927334241181,1430.4748839064293,547.1163786266493,66.99,1.1797711504165849,1.0000667653079764,41637.214666119195,0.5741817070083926,28.702898955306424,63.88445939039744,1779.3044558655072,444207250569.6095,8600.310415939959,273248.0509763911,4490.575878592596,70274.63249031547,68386.6767502991,52966.64800216908,6444880.090682416,0.0322024552937243,359852.15236031485,1721701.0090115555,1721701.0090115555,99.99999261218252,100.0000222356092,99.99996722748429,20.282148827670923,3.810835356698984,24.75715848338848,1.6362752621811083,99.99996019804011,99.99999651683488,15.0,10.0,5.0,1155.6487243577026
S60,179.3386885719454,223.29191235781903,17.151655071458084,68392.17009898987,63096.57369773071,5.977956285731513,7.443063745260634,0.5717218357152695,2279.7390032996623,2103.21912325769,5.53103763703863,6.122237116517223,0.6860663354426996,1855.6858823824864,1936.1333899547715,36303146.06196937,51715656.397011295,25296187.61194148,60737804.53218823,369.8695571431288,962.6161693176989,319.36793339511803,419.6081439115976,12.506496391897432,43.99997771405478,41.7279733069775,11.580641793318144,1234.9592872298638,1903.4560549074306,1171.8526004148523,1228.5856708528383,1431.147534829387,547.4592583728517,66.96,1.1796345498097451,1.0003571796687756,41605.58136958402,3.071747412015611,28.673611196440547,58.9689863461031,1779.620902949972,444232740977.1338,8602.838140444106,273211.4009108604,4518.2006690899525,70403.35818070301,68392.16171811042,52722.262879511385,6429703.189752263,0.0247604531847215,353650.27810015465,1735985.31768218,1735985.31768218,99.99999222456081,100.0000455224599,99.99993102164102,18.2937050279361,4.057727084835198,22.29926195326704,1.603884505723843,99.99993056093341,99.99993294125615,15.0,10.0,4.0,1155.6487243577026
S59,179.16672123122675,223.3404464383581,17.20861313545737,68467.67147027585,63105.34035034441,5.972224041040891,7.44468154794527,0.573620437848579,2282.2557156758617,2103.5113450114804,5.525913514127942,6.120456404164868,0.6883446755906677,1858.7094037937673,1937.5214983927717,36394644.41203804,51901504.47928718,25271797.707446672,60612395.318733014,369.1054749352386,960.4951991929988,319.1449519399361,419.7685974777019,12.521328552366269,43.99997346446014,41.711336005705704,11.580604269689047,1234.7979207924684,1905.223921975216,1173.748275996987,1228.5558984862296,1431.4295578593808,546.7453395872271,66.9,1.17986437453203,1.0001304210067816,41658.80166585898,1.1216210139446048,29.29256193961204,62.59659628872964,1780.651007050235,444440755852.9162,8601.124347740602,273269.7309429465,4500.415705741974,70438.05720313877,68467.74811177248,54022.98414756609,6430604.900332607,0.0313057213738762,357685.61575898546,1727053.626523806,1727053.626523806,99.99994043871364,99.99998755914609,99.97457894449914,15.728153729764411,3.870095926660512,19.155475757130233,1.4476452824068364,99.99992957924425,99.86895129972788,15.0,10.0,3.0,1155.6487243577026
S58,179.73082878578242,223.0625550680633,17.242458914931973,68539.94932156705,63142.80640828428,5.991027626192747,7.435418502268776,0.5747486304977324,2284.6649773855684,2104.760213609476,5.5495921047986645,6.11478572559462,0.6896984929610299,1861.6097478473612,1940.9389581984785,36702835.042201236,52383622.02728115,25263784.518118292,60764023.3227078,368.5993208356069,962.3265905027008,319.4234172836827,419.5008406329762,12.540293408549719,43.99997023654498,41.701252578615396,11.580619551260455,1234.3116789395356,1908.424349543058,1174.7182427722998,1228.5434701369095,1431.7808116604879,546.7653806311245,66.89,1.1800747996009562,1.0002121271076265,41707.54396364509,1.8242941495464038,29.521194790914958,61.04085091625503,1782.299008018343,444745209168.8874,8601.829121244295,273319.4710305627,4499.325446756821,70523.49677769787,68540.25549332931,52876.723151897124,6400541.383915154,0.0288478008993563,351577.7422950049,1724649.797989057,1724649.797989057,99.99773457079229,99.80813790921168,99.35474751644645,11.57626389006758,4.082433078425301,14.052224528118579,1.259761231521743,99.9999150744552,96.66654935807667,15.0,10.0,2.0,1155.6487243577026
S57,179.76489163893302,224.0956438294201,17.287253310277965,68444.78233173692,63126.31345411001,5.992163054631101,7.469854794314004,0.5762417770092655,2281.4927443912306,2104.2104484703336,5.552640490664805,6.115982958628145,0.6914902817007551,1857.789695229764,1947.6873692397116,35830446.63227193,52041779.58472769,24923027.41058185,60925405.084546894,364.13326861575285,965.1345488029136,319.350412566753,419.4334990701761,12.284528524536917,43.99996718057656,41.74372961538023,11.580612963408129,1235.0597971686318,1898.1906958766679,1182.2896586288723,1228.6515155063998,1426.179720556151,534.569828136208,66.84,1.174485084505005,1.000141164306764,40412.90159936939,1.2140138700469834,28.884433550720544,58.346201770045994,1785.1589919528235,445522942241.4053,8601.149690902825,272023.44951792486,4501.199166161769,70692.2040433441,68444.75510631772,52960.521002449495,6636151.022286538,0.027805855399482104,397002.20102207345,1756177.8581969698,1756177.8581969698,82.40762319924772,99.99616274512954,98.35969232472651,6.031632041431566,1.51440812140153,7.33973188151248,0.5812160410944246,99.999261407066,91.52815448164525,15.0,10.0,1.0,1155.6487243577026
S56,180.38420842543655,223.26203583599352,17.4115198608077,68336.76961015254,63071.964343026,6.012806947514552,7.442067861199784,0.5803839953602566,2277.892320338418,2102.3988114342,5.575845185918017,6.108245593418023,0.6964609268771178,1853.4828718011981,1934.6835037808214,36222141.373625815,51859572.53999093,25180203.574290864,61148807.53575872,368.4721744573877,969.5082122731224,320.03043901095504,418.8748623980712,12.575435590174536,43.999976168127915,41.73258136553562,11.580627061824298,1234.6707006031756,1901.672490819389,1170.5451331706618,1228.3159073983106,1428.6021314391337,544.2855987140297,67.0,1.1902139620343481,1.0001846338376938,44055.936535521294,1.587853205155625,28.700765445045896,61.30252802412398,1780.4603819222068,444794796427.7086,8601.10249367852,275668.39547255205,4452.230796128097,70367.10846788234,68337.08557557531,53054.812863838575,6436845.345829401,0.0265225089614892,365570.57383565634,1698061.683768037,1698061.683768037,99.99999662931731,100.0000611046915,99.99995807337446,12.254799713291247,3.080716075764482,14.896235092104975,1.2488189682340467,99.99994588401798,100.00000886235989,15.0,50.0,8.0,1155.6487243577026
S55,180.4038997967483,223.1979795148494,17.41852461495886,68338.02039101711,63075.04524938017,6.013463326558277,7.43993265049498,0.5806174871652953,2277.9340130339037,2102.5015083126723,5.576632697570892,6.107583884462502,0.6967411401567436,1853.5202750613646,1934.9243208020248,36664692.764589354,52480681.34449732,25156952.47779546,61153723.888393514,368.12520679863275,969.5388245074914,320.0613147126102,418.84539520581166,12.548393184730655,43.99996183789631,41.73255526498659,11.580646315429547,1233.9673695434517,1906.4282464521782,1173.510942558785,1228.3415723733513,1428.8137761800622,542.9505572081817,67.0,1.1840870826920975,1.0005730167084905,42636.8636071599,4.927947037473132,29.38465488438172,59.21758982950621,1780.4601462640253,444840666686.035,8604.717901230217,274249.2091316824,4452.537694667517,70373.12769260036,68338.01279026773,52193.53245380506,6431640.1808876,0.022167560413723,364399.2296450107,1698382.2826900978,1698382.2826900978,99.99999217893875,100.0002430433859,99.99995311252553,12.236978410513627,3.355221951855628,14.866091208635593,1.2823417516720996,99.99993394139581,100.00003299223273,15.0,50.0,7.0,1155.6487243577026
S54,180.52746069210423,223.19380045073262,17.40543605962406,68376.02034851786,63064.91841044524,6.017582023070141,7.439793348357754,0.5801812019874686,2279.200678283929,2102.1639470148416,5.5813108876915685,6.106368187980145,0.6962175823547863,1855.0496266363975,1934.4333665731797,36220272.978153445,51867057.027021326,25187509.053810723,61199918.56252888,368.36752113882767,970.4270685381899,320.2143601085867,418.6696997721801,12.617508464982588,43.99996287742351,41.72686101563917,11.580623074240936,1234.6728468107906,1901.1920637164762,1172.501789940673,1228.341155587731,1428.2929031430263,546.2504607704215,67.0,1.180623598277568,1.0000331180017448,41834.65583856302,0.2848149410383485,28.85772041190746,63.57721869114727,1780.4337598788882,444837954695.10126,8600.199919808643,273443.08805390605,4452.3419218825,70360.84935344174,68376.24996782263,52939.06432321454,6430202.228846567,0.0239413518739383,366263.2645359328,1700008.589453823,1700008.589453823,99.999993118106,100.0000430579161,99.99995291065947,11.95832318010223,2.965066838692027,14.537924886686646,1.209982736000482,99.99994137919163,100.00000095844217,15.0,50.0,6.0,1155.6487243577026
S53,180.13586511816447,223.1847097618919,17.427379882188706,68457.07208318793,63033.35806175804,6.004528837272149,7.439490325396396,0.5809126627396235,2281.902402772931,2101.1119353919344,5.566656783925701,6.107323007764376,0.6970953312328466,1858.28799890766,1934.0988871377904,36252371.634552464,51791303.502728544,25225894.889392205,60943481.95320436,368.4920822589534,966.8445811101183,319.7273798283394,419.0965851335967,12.657292606357842,43.99997426112324,41.70735434643166,11.580637230652457,1234.7944320801448,1902.7813015451036,1174.21675232371,1228.4098756568328,1429.7885405994411,547.452704386452,66.99,1.1807035911633983,1.0000475737994572,41853.17530157318,0.40913472012471175,28.737045143635708,60.05530988248634,1780.7914888745195,444856337594.0225,8600.367743017872,273464.6147467871,4452.719846295893,70352.49426822577,68457.21372684187,52777.917825509736,6421041.862278204,0.026666626326013902,365057.91172141134,1703358.7548370655,1703358.7548370655,99.99999318648773,100.0000395220735,99.99993898867056,11.420946645076986,2.82968671612435,13.884781620010754,1.1549675828529653,99.9999245234489,99.99999926042744,15.0,50.0,5.0,1155.6487243577026
S52,180.26694146217466,223.1187981507618,17.370358023058518,68435.89503889254,63221.371423761324,6.008898048739155,7.4372932716920594,0.5790119341019506,2281.1965012964183,2107.379047458711,5.568383090063566,6.106684874708833,0.6948144540369153,1857.4466912949179,1942.3083179190526,36348878.34678567,52123706.70779327,25196661.79466821,61092578.64730489,368.17896133680625,966.3276545520072,319.90554435476275,418.96678323321566,12.600319338186754,43.99996547017588,41.7074096845285,11.580627092389955,1234.5893246787055,1904.3870456678865,1173.6607558844437,1228.476207189584,1429.6666979159493,546.3359430283734,66.96,1.1804734082548192,1.0001879224376249,41799.868626153475,1.6161335516771942,28.79305765322459,64.01997965230024,1781.125055219689,444888108047.25305,8601.619263053311,273411.8423705891,4464.340278445426,70557.72789483858,68436.1777252911,53191.20988696608,6423752.77129072,0.026900964804184302,363714.5459022399,1711693.1429844885,1711693.1429844885,99.99999103687952,100.0000852344099,99.99988280072306,10.609593498121614,2.725564089808811,12.893725159519324,1.0923782422978239,99.99989840086049,99.99981780015032,15.0,50.0,4.0,1155.6487243577026
S51,180.36523703061115,223.1190568682444,17.346102327788564,68446.20710342874,63235.85174491766,6.012174567687039,7.4373018956081465,0.5782034109262855,2281.540236780958,2107.8617248305886,5.571517324541535,6.106685865791103,0.6938442226590413,1857.846699883791,1942.96199847836,36242374.919258706,51952684.31046342,25200049.84261199,61117646.43469011,368.17298784624404,966.5027789464515,319.9539548633586,418.92986430307536,12.593102505457964,43.99997625400104,41.70473339144658,11.580650682733612,1234.668099689171,1903.095582594219,1172.7427543803838,1228.3996240028291,1429.4800507069467,546.5978729739696,66.94,1.1804380069757527,1.0000982691730307,41791.66323514248,0.8451151584904437,28.76828570856183,60.34955332163846,1781.7795298555527,445003304217.94196,8600.716088897723,273399.9112808509,4480.561966048247,70574.07078069545,68446.18033494105,53077.056366311306,6424672.10878964,0.022771649958149502,363782.718009015,1718311.0971824091,1718311.0971824091,99.966844646902,100.0000076081099,99.92232770902953,9.452678381318618,2.364256167878021,11.484764824848527,0.9856515332773235,99.99989341774341,99.59913725605504,15.0,50.0,3.0,1155.6487243577026
S50,180.2338492760776,223.00600758239278,17.33158034933452,68513.2170596818,63230.71179327669,6.0077949758692535,7.43353358607976,0.5777193449778173,2283.7739019893934,2107.690393109223,5.566851692514511,6.110654143181884,0.6932633617377424,1860.5305255783824,1944.2710231659494,36761366.16891939,52702155.101361156,25204870.862748608,61036547.21501698,367.88325110849854,965.2987225147875,319.83521933132124,419.050711394193,12.579230294289628,43.999963114635335,41.62610620626907,11.580642851977517,1233.9891209100574,1908.5603678684172,1176.1227222538264,1228.5100804599563,1430.6742326435476,546.3401146241165,66.91,1.180496585692629,1.0016528706909602,41805.2298157296,14.214689867159905,29.222524378061344,61.03396910271827,1782.6464860874148,445080918924.9886,8614.215854448365,273417.52064307826,4488.723996197879,70606.79870185403,68513.27290835536,53268.409446767895,6392961.345377913,0.0254260855249675,357493.9847892046,1717681.7142291763,1717681.7142291763,86.51021133345216,99.55861650876979,98.30547716699364,7.1833656439792595,2.040668353764589,8.726948148573191,0.7517718748378749,99.99977278845425,91.24591207757442,15.0,50.0,2.0,1155.6487243577026
S49,180.0521847180033,224.10354162794744,17.348207714470224,68415.39386734384,63111.865454403276,6.0017394906001105,7.470118054264915,0.5782735904823408,2280.513128911461,2103.7288484801093,5.553726132852189,6.12085321791789,0.6939284588929095,1856.6175203500743,1948.7757421706567,35856780.05569139,52193199.399354644,24920459.20793429,61063321.154672064,364.2521605453313,967.5408101659825,319.579602046179,419.246178534434,12.262813960503827,43.99996901670821,41.6322310476213,11.580650261275458,1234.8561535111753,1898.7095067233156,1183.0341770182783,1228.6653807900684,1425.9927030583758,532.2132505437081,66.89,1.1746709859565168,1.0001112927605063,40455.95255813445,0.9571181460378284,28.289562704116733,62.074406054689014,1785.350968530462,445688471044.4601,8600.960763340248,272068.25679572026,4511.040206894037,70719.40989811627,68415.4476686971,54581.520847346226,6619138.181166832,0.019234708719319798,399818.0700011001,1765009.7612751694,1765009.7612751694,50.23271024623801,99.98071846005936,96.35063394328704,3.807679607084233,1.012241776215244,4.632693648448488,0.3701211013998347,99.92178716482316,81.47082885355321,15.0,50.0,1.0,1155.6487243577026
S48,180.63214300153675,223.23205303380774,17.394414712664258,68412.6297338391,63164.993049310906,6.0210714333845585,7.4410684344602585,0.5798138237554753,2280.42099112797,2105.4997683103634,5.582571578020834,6.1105253484450195,0.6957767273918367,1856.5143222204115,1940.9025987374462,36186940.49876933,51934823.48172314,25179961.07625301,61245327.00368773,368.06005114863314,969.6084069979878,320.19509223945886,418.7214288456047,12.582219061237407,43.999965582573935,41.59729640729614,11.580625552445907,1234.7349853669277,1901.5460467564164,1171.6557877420516,1228.3620631983258,1428.678830512392,544.9826832706553,66.97,1.19030425416395,1.0000579637299734,44076.829763602174,0.49848863642728247,28.332935600849886,64.32895419068542,1781.2006741252542,445058663175.32635,8600.450033470997,275688.8272262647,4452.304163904586,70522.58436177889,68412.87030074003,52698.76453143319,6416428.467339275,0.0261259300699992,367828.1272191012,1701973.5396008666,1701973.5396008666,99.99999595569173,100.00005111209,99.99992814040026,9.64916616120291,3.052874101474631,11.674259479166745,1.2112773363535985,99.99990926661569,100.0000067811693,15.0,70.0,8.0,1155.6487243577026
S47,180.63277609954875,223.17001502755397,17.401859011486547,68421.6838664406,63150.7317918903,6.021092536651625,7.439000500918466,0.5800619670495516,2280.72279554802,2105.02439306301,5.582593865032963,6.110281735150652,0.6960745143448557,1856.8655801085854,1940.2286725405938,36572059.65801974,52399878.67072177,25154902.75969789,61232781.93379187,367.64512734898375,969.6287557086566,320.20402102265234,418.7056115160379,12.555085187373601,43.999970586252914,41.597659865738166,11.580653473414817,1234.1803715621254,1905.6603211185059,1172.7892642200568,1228.3929937563896,1428.9273328001161,543.6321402690618,66.97,1.1840890650400073,1.0011674586886672,42637.308844676765,10.04014951481804,29.423053423065117,60.72951530821978,1781.21270811485,445106574750.6046,8609.101889503754,274249.59590146365,4452.454434850757,70505.73409747874,68421.64596178319,52948.84646449369,6409465.736273576,0.020378199981216198,366592.06374055246,1704502.239965668,1704502.239965668,99.99999146886323,100.0001621680458,99.99993510515395,9.632392977465386,3.189634349238499,11.65089262681355,1.2219777718480438,99.99991498211384,100.00001895115447,15.0,70.0,7.0,1155.6487243577026
