,lignite,coal,oil,CCGT,OCGT,biomass,ror,offwind-ac,offwind-dc,onwind,solar
2020,88.71013892077181,81.23362736200129,3.720450942021694e-06,6.9323046293412425,3.233908649697985e-05,62.085347360830696,18.470147981171714,6.750306676902456,13.32322740936435,164.55766203299603,98.23817745710713
2021,78.4810228260374,76.23767457188148,1.7961380668539747e-06,8.149595487311526,1.594569835227129e-05,58.91634197758603,18.470144409384357,6.366890248656927,12.568292699719198,182.97113723543373,103.743801939868
2022,71.75989767870654,72.25885856802931,1.9024166549140564e-06,10.010508701908105,0.00011008062175312444,57.03093041553317,18.39129678503572,5.940667056454534,11.876625805195186,200.43521941643826,103.75389206476973
2023,67.57914500361339,71.58905903719719,1.9025894462287614e-06,12.936687041559114,0.026035129432087713,56.02106050949421,18.391298991430574,5.786774524497412,11.63077016276518,208.5318782119029,104.53090255942976
2024,63.09953089762458,71.00846736492367,1.921626050525451e-06,16.24747363356015,0.161853629719818,55.000192684943286,17.717981729743425,5.63448842328131,11.367026278110464,215.29363837673455,107.20923629632593
2025,58.13869917548649,69.01404182485919,0.0013654350684267856,20.33309151890742,0.43256601041375625,53.84614063305252,17.71797710634065,5.440817318473977,11.098977815275855,222.20255155496497,110.30704157492121
2026,53.80764403219536,61.72334823730361,0.0032624230148659244,26.844917818226417,1.4085060026978846,52.40987741749735,17.717966407199036,5.275809561878965,10.765918870818107,229.83343310708335,114.68058733635034
2027,48.19425290672382,59.09542858384194,0.0028482850796565477,31.775286737879355,2.4833594180016396,51.169528188174034,17.717942532429923,5.119207818917243,10.449748730721893,236.96307996045007,117.35862322409051
2028,41.93832816380595,55.65261124771681,0.0027006013365600133,36.50332870545249,3.8224588412728986,49.81418020048522,17.71797302375846,4.907710663555004,10.093989020772755,245.7289356961412,120.04610913286221
2029,36.10385864284038,51.451479923575775,0.0035258349005270247,43.82131554291309,4.354320581930211,48.76481170524609,17.71796969855907,4.774912579581755,9.827668649998653,252.37435073553974,122.97098541775505
2030,31.424803602087174,46.46938324922787,0.00458116596378577,50.395605932501184,4.523373504631041,47.85929816375596,17.717904043896908,4.605340224467959,9.53233090244269,260.41848332330704,125.13694173227687
2031,24.1363901693944,40.48370619073562,0.0053746221121891416,60.23034835147353,4.845944382448385,46.83976032275311,17.717872994500087,4.4193066174915785,9.245367680605236,269.00632600070776,127.1152651971504
2032,17.017161950199174,35.59302234935377,0.005815871076445895,69.63678469724475,5.0515262802823875,46.07158347488755,17.717895283133597,4.287661232714616,9.015829266315897,275.6584241195405,130.1357335710849
2033,9.588677262296052,33.28975852762856,0.005817239706688371,73.35555673494862,5.372206799241095,45.19223894210863,17.717900562804466,4.151445070887932,9.137703866645781,282.519298413858,136.84070072734642
2034,6.193073075658953,29.569299298872203,0.0041280434729844325,75.17667725742912,5.585526289329654,44.29792138941602,17.71787681564087,4.027897490109171,9.180972594671443,287.78656863876205,144.62721771891
2035,2.9663312572492053,24.787512007601002,0.002856468639541629,77.87941542300774,6.207849697693845,43.477090074437854,17.71787079893709,3.8897477817641737,8.92803040481184,292.9856097597712,152.35662329574487
2036,0.0,0.0,0.002273977454276737,96.66999053607023,7.172454722585771,42.25301344967262,17.717840504092884,3.622406314671691,8.411295684410701,299.5532298517982,163.0379263623013
2037,0.0,0.0,0.002173162540291927,95.51524245330428,7.185730875959225,41.80443649279436,17.717799812506467,3.4632592031771843,8.149073893746294,304.10864156257924,167.11538610667864
2038,0.0,0.0,0.0021630540791694876,95.13499408270715,7.363091601122984,40.707925288712,17.375212333411906,3.19112394323703,7.782452793714313,308.132627219777,172.08859162157376
2039,0.0,0.0,0.0018560425217009758,94.83098767990606,7.627281854672684,37.43055301103577,17.375162124805293,2.6783022888372767,6.990610451721888,313.8541888226097,177.84785706008375
2040,0.0,0.0,0.0012934258151524247,94.72291103927735,7.969312075759296,33.028712391759484,17.373636808591005,1.005887365031549,4.656369598011895,322.3006164931622,184.5688659795473
2041,0.0,0.0,1.3616134517489124e-06,93.8598711085472,7.819292441470686,26.151245989891134,17.375035411208522,0.8280394192514607,3.7164399672776254,331.8465892683332,193.358160426261
2042,0.0,0.0,1.2533607697706772e-06,89.48782132706552,6.477672466425264,24.255469384398715,17.373727492801166,0.37449002848523333,2.78570052052226,342.4266882747253,202.86765117714194
2043,0.0,0.0,1.0998282712272892e-06,65.06611847003776,1.569382860190772,21.08598302096281,17.37296693424549,0.1656717195592325,2.685054080481347,369.6204042692544,232.52131401176868
2044,0.0,0.0,6.036713560450049e-07,33.905960874979876,6.7860026588148025e-06,17.707763588776768,17.371254639873072,9.430784015673993e-05,16.150665600244366,408.86487307245545,246.87781513035787
2045,0.0,0.0,0.0,0.0,0.0,5.63512616624847,17.20637801103644,7.13203563746005,15.197644613847125,425.20096958800565,270.5890643644586
2046,0.0,0.0,0.0,0.0,0.0,1.5719171553761424,17.36107020494665,3.4507208771034468,9.903852320211392,385.15828792402556,323.59206321315736
2047,0.0,0.0,0.0,0.0,0.0,1.6253471097358418,17.37524268971772,3.369812705507636,9.008628103824098,392.835904933365,323.55139084189767
2048,0.0,0.0,0.0,0.0,0.0,1.6629436332972398,17.375326866879178,3.3387992629100527,9.02461993991901,401.1281221009541,322.78713360872484
2049,0.0,0.0,0.0,0.0,0.0,1.6999379949722995,17.375342163408845,3.3279354659385167,9.140016601231927,411.19031207058504,320.0919936611981
2050,0.0,0.0,0.0,0.0,0.0,1.7223333845786122,17.37537499246365,3.303334880236379,9.239898758145078,418.8519628306858,320.0891028873105
